País,Producto,Elemento,Año,Valor,Z_score
Asia,Energía,Emisiones (CO2eq) (AR5),2022,11833518.0,44.171143
Mundo,Energía,Emisiones (CO2),2017,11753093.0,43.87026
Mundo,Energía,Emisiones (CO2eq) (AR5),2008,11702160.0,43.67971
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2016,11647531.0,43.475334
Mundo,Energía,Emisiones (CO2),1966,11593116.0,43.271755
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2015,11590197.0,43.260838
Países No-Anexo I,Energía,Emisiones (CO2),2022,11572845.0,43.19592
Mundo,Energía,Emisiones (CO2),2016,11534151.0,43.05116
Asia,Energía,Emisiones (CO2eq) (AR5),2021,11523781.0,43.012363
Mundo,Energía,Emisiones (CO2),2015,11521279.0,43.003002
Mundo,Energía,Emisiones (CO2eq) (AR5),2009,11510922.0,42.964256
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2014,11505048.0,42.94228
Mundo,Energía,Emisiones (CO2),2014,11479605.0,42.84709
Mundo,Energía,Emisiones (CO2),2020,11432479.0,42.670784
Mundo,Energía,Emisiones (CO2eq) (AR5),2007,11405406.0,42.5695
Mundo,Energía,Emisiones (CO2),2013,11378929.0,42.470448
Mundo,Energía,Emisiones (CO2),2012,11336368.0,42.31122
OECD,Energía,Emisiones (CO2),1989,11321745.0,42.25651
Asia,Energía,Emisiones (CO2eq) (AR5),2019,11305896.0,42.197216
Países No-Anexo I,Energía,Emisiones (CO2),2021,11300928.0,42.17863
Países Anexo I,Energía,Emisiones (CO2),1969,11292732.0,42.14797
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2013,11264477.0,42.04226
Mundo,Energía,Emisiones (CO2),2011,11193937.0,41.77836
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2012,11174985.0,41.707455
Mundo,Energía,Emisiones (CO2eq) (AR5),2006,11155198.0,41.63343
OECD,Energía,Emisiones (CO2),1979,11110677.0,41.46687
Mundo,Energía,Emisiones (CO2),1965,11086710.0,41.377205
Países No-Anexo I,Energía,Emisiones (CO2),2019,11074614.0,41.33195
Asia,Energía,Emisiones (CO2eq) (AR5),2020,11055393.0,41.26004
OECD,Energía,Emisiones (CO2),1988,11035040.0,41.1839
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,11030698.0,41.167652
Asia,Energía,Emisiones (CO2eq) (AR5),2018,11005819.0,41.074577
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,10926125.0,40.77643
OECD,Energía,Emisiones (CO2),1980,10890382.0,40.642708
Mundo,Energía,Emisiones (CO2),2010,10848093.0,40.484497
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2011,10817776.0,40.371075
OECD,Energía,Emisiones (CO2),1978,10809739.0,40.341007
Mundo,Energía,Emisiones (CO2eq) (AR5),2005,10806616.0,40.329323
Países No-Anexo I,Energía,Emisiones (CO2),2020,10764934.0,40.173386
OECD,Energía,Emisiones (CO2),1987,10717910.0,39.99746
Países No-Anexo I,Energía,Emisiones (CO2),2018,10706731.0,39.955635
Asia,Energía,Emisiones (CO2eq) (AR5),2017,10684520.0,39.87254
Países Anexo I,Energía,Emisiones (CO2),1968,10675116.0,39.83736
Asia,Energía,Emisiones (CO2),2022,10629071.0,39.665096
Mundo,Energía,Emisiones (CO2),1964,10600344.0,39.557625
OECD,Energía,Emisiones (CO2),1977,10537246.0,39.321564
Mundo,Energía,Emisiones (CO2),2008,10486334.0,39.131092
OECD,Energía,Emisiones (CO2),1981,10475280.0,39.089737
Mundo,Energía,Emisiones (CO2eq) (AR5),2004,10475018.0,39.088757
OECD,Energía,Emisiones (CO2),1985,10450728.0,38.997883
OECD,Energía,Emisiones (CO2),1986,10442336.0,38.966488
Países No-Anexo I,Energía,Emisiones (CO2),2017,10435097.0,38.939407
OECD,Energía,Emisiones (CO2),1973,10428588.0,38.915054
OECD,Energía,Emisiones (CO2),1976,10410232.0,38.846382
Asia,Energía,Emisiones (CO2eq) (AR5),2016,10402643.0,38.81799
Asia,Energía,Emisiones (CO2),2021,10383942.0,38.748028
OECD,Energía,Emisiones (CO2),1984,10336446.0,38.570335
Asia,Energía,Emisiones (CO2eq) (AR5),2015,10332043.0,38.553864
Mundo,Energía,Emisiones (CO2),2009,10314548.0,38.48841
Asia,Energía,Emisiones (CO2eq) (AR5),2014,10229129.0,38.168842
Mundo,Energía,Emisiones (CO2),2007,10213875.0,38.111774
OECD,Energía,Emisiones (CO2),1974,10203629.0,38.073444
Países No-Anexo I,Energía,Emisiones (CO2),2016,10199245.0,38.05704
Países Anexo I,Energía,Emisiones (CO2),1967,10194244.0,38.038334
Asia,Energía,Emisiones (CO2),2019,10167827.0,37.939503
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2010,10151585.0,37.87874
Países No-Anexo I,Energía,Emisiones (CO2),2015,10139981.0,37.835327
Mundo,Energía,Emisiones (CO2),1963,10119385.0,37.758274
OECD,Energía,Emisiones (CO2),1982,10111655.0,37.729355
Mundo,Energía,Emisiones (CO2eq) (AR5),2003,10094707.0,37.665947
OECD,Energía,Emisiones (CO2),1983,10058775.0,37.53152
Países No-Anexo I,Energía,Emisiones (CO2),2014,10042142.0,37.46929
Asia,Energía,Emisiones (CO2eq) (AR5),2013,10039257.0,37.4585
Asia,Energía,Emisiones (CO2eq) (AR5),2012,9982028.0,37.244396
Mundo,Energía,Emisiones (CO2),2006,9971117.0,37.203575
Asia,Energía,Emisiones (CO2),2020,9948693.0,37.119686
OECD,Energía,Emisiones (CO2),1972,9944027.0,37.102226
Asia,Energía,Emisiones (CO2),2018,9876980.0,36.851395
OECD,Energía,Emisiones (CO2),1975,9854586.0,36.767612
Países Anexo I,Energía,Emisiones (CO2),1966,9833813.0,36.6899
Países No-Anexo I,Energía,Emisiones (CO2),2013,9815476.0,36.621296
Mundo,Suelos agrícolas,Emisiones (CO2),2022,9734238.0,36.31737
Países No-Anexo I,Energía,Emisiones (CO2),2012,9718724.0,36.25933
Mundo,Energía,Emisiones (CO2),2005,9654815.0,36.020237
Asia,Energía,Emisiones (CO2eq) (AR5),2011,9642325.0,35.973507
Mundo,Suelos agrícolas,Emisiones (CO2),2021,9624736.0,35.907703
Asia,Energía,Emisiones (CO2),2017,9591609.0,35.78377
Mundo,Energía,Emisiones (CO2eq) (AR5),2002,9589513.0,35.77593
Mundo,Energía,Emisiones (CO2),1962,9562393.0,35.67447
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2009,9552205.0,35.636353
OECD,Energía,Emisiones (CO2),1971,9523484.0,35.528904
Países Anexo I,Energía,Emisiones (CO2),1965,9458975.0,35.287563
Mundo,Energía,Emisiones (CO2eq) (AR5),2001,9446886.0,35.242336
Mundo,Energía,Emisiones (CO2eq) (AR5),2000,9430103.0,35.17955
Países No-Anexo I,Energía,Emisiones (CO2),2011,9386844.0,35.017708
OECD,Energía,Emisiones (CO2),1970,9386828.0,35.01765
Mundo,Energía,Emisiones (CO2),2004,9358709.0,34.912453
Asia,Energía,Emisiones (CO2),2016,9331199.0,34.809532
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2008,9312011.0,34.737747
Asia,Energía,Emisiones (CO2),2015,9268651.0,34.575527
Mundo,Energía,Emisiones (CO2),1961,9234927.0,34.44936
Mundo,Energía,Emisiones (CO2eq) (AR5),1999,9168133.0,34.199474
Asia,Energía,Emisiones (CO2),2014,9154425.0,34.14819
Países Anexo I,Energía,Emisiones (CO2),1964,9094392.0,33.923595
Mundo,Energía,Emisiones (CO2eq) (AR5),1997,9060761.0,33.797775
Mundo,Energía,Emisiones (CO2),2003,9014451.0,33.624523
Mundo,Energía,Emisiones (CO2eq) (AR5),1996,8999685.0,33.56928
Mundo,Energía,Emisiones (CO2eq) (AR5),1998,8997848.0,33.56241
Asia,Energía,Emisiones (CO2eq) (AR5),2010,8977687.0,33.48698
Asia,Energía,Emisiones (CO2),2013,8977544.0,33.486446
Asia,Energía,Emisiones (CO2),2012,8921720.0,33.2776
Países No-Anexo I,Energía,Emisiones (CO2),2010,8799752.0,32.821297
Mundo,Energía,Emisiones (CO2eq) (AR5),1995,8778003.0,32.73993
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2007,8757392.0,32.66282
OECD,Energía,Emisiones (CO2),1969,8721854.0,32.529865
Países Anexo I,Energía,Emisiones (CO2),1963,8663823.0,32.312763
Mundo,Energía,Emisiones (CO2eq) (AR5),1991,8656067.0,32.283745
Mundo,Energía,Emisiones (CO2eq) (AR5),1994,8602515.0,32.083397
Asia,Energía,Emisiones (CO2),2011,8590814.0,32.039623
Mundo,Energía,Emisiones (CO2),2002,8575300.0,31.981583
Mundo,Energía,Emisiones (CO2eq) (AR5),1993,8567437.0,31.952166
Mundo,Energía,Emisiones (CO2eq) (AR5),1992,8517738.0,31.766233
Mundo,Energía,Emisiones (CO2eq) (AR5),1990,8468677.0,31.582687
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2006,8431532.0,31.443722
Mundo,Energía,Emisiones (CO2),2001,8417726.0,31.39207
Asia,Energía,Emisiones (CO2eq) (AR5),2009,8409046.0,31.359598
Mundo,Energía,Emisiones (CO2),2000,8403104.0,31.337368
Europa,Energía,Emisiones (CO2),1988,8287988.0,30.9067
Europa,Energía,Emisiones (CO2),1989,8265976.5,30.82435
Países No-Anexo I,Energía,Emisiones (CO2),2009,8260439.0,30.803635
Europa,Energía,Emisiones (CO2),1987,8246599.0,30.751856
Europa,Energía,Emisiones (CO2),1986,8240479.5,30.728962
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,8237350.5,30.717257
Europa,Energía,Emisiones (CO2),1985,8222569.0,30.661957
OECD,Energía,Emisiones (CO2),1968,8217727.0,30.64384
Mundo,Energía,Emisiones (CO2),1999,8173509.0,30.478415
Asia,Energía,Emisiones (CO2eq) (AR5),2008,8162918.5,30.438793
Países Anexo I,Energía,Emisiones (CO2),1962,8160382.0,30.429304
Europa,Energía,Emisiones (CO2),1980,8147804.0,30.382248
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,8127609.0,30.306694
Europa,Energía,Emisiones (CO2),1979,8123317.5,30.29064
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1990,8111555.0,30.246634
Mundo,Energía,Emisiones (CO2),1997,8037201.0,29.968462
Países No-Anexo I,Energía,Emisiones (CO2),2008,8019358.5,29.90171
Asia,Energía,Emisiones (CO2),2010,8008602.0,29.861467
Mundo,Energía,Emisiones (CO2),1998,8003068.0,29.840765
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1991,7994241.0,29.807741
Mundo,Energía,Emisiones (CO2),1996,7988891.5,29.787727
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2005,7944125.5,29.62025
Europa,Energía,Emisiones (CO2),1978,7900104.0,29.455559
Europa,Energía,Emisiones (CO2),1984,7863915.5,29.320171
Europa,Energía,Emisiones (CO2),1977,7863694.0,29.319342
Europa,Energía,Emisiones (CO2),1981,7852182.5,29.276276
Europa,Energía,Emisiones (CO2),1983,7817626.0,29.146994
Europa,Energía,Emisiones (CO2),1976,7814110.0,29.13384
OECD,Energía,Emisiones (CO2),1967,7810816.0,29.121517
Europa,Energía,Emisiones (CO2),1982,7800245.0,29.081968
Mundo,Energía,Emisiones (CO2),1995,7791644.0,29.049791
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2007,7782975.0,29.017359
Países Anexo I,Energía,Emisiones (CO2),1961,7779770.0,29.005367
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2006,7759239.0,28.928558
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2005,7750956.0,28.89757
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2004,7744597.0,28.87378
Asia,Energía,Emisiones (CO2eq) (AR5),2007,7709407.5,28.74213
Mundo,Energía,Emisiones (CO2),1991,7704800.5,28.724894
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2003,7673418.5,28.607489
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2008,7668992.0,28.590929
Mundo,Energía,Emisiones (CO2),1994,7645139.5,28.501692
Mundo,Energía,Emisiones (CO2),1993,7618623.0,28.402489
Mundo,Energía,Emisiones (CO2),1992,7573557.0,28.233889
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1992,7559728.0,28.182152
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2000,7550535.5,28.147762
OECD,Energía,Emisiones (CO2),1966,7545965.0,28.130663
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2002,7536894.0,28.096727
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2001,7530075.5,28.071217
Países Anexo I,Energía,Emisiones (CO2),1990,7504834.5,27.976786
Mundo,Energía,Emisiones (CO2),1990,7501251.5,27.963383
Países No-Anexo I,Energía,Emisiones (CO2),2007,7498227.5,27.952068
Asia,Energía,Emisiones (CO2),2009,7488622.5,27.916134
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2004,7475845.0,27.868332
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1993,7450921.5,27.77509
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1996,7440019.0,27.7343
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1999,7416344.5,27.64573
Europa,Energía,Emisiones (CO2),1975,7414304.0,27.638096
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2010,7407229.5,27.61163
Países Anexo I,Energía,Emisiones (CO2),1991,7404340.0,27.600819
Asia,Energía,Emisiones (CO2eq) (AR5),2006,7397504.5,27.575247
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1997,7389550.5,27.545488
Europa,Energía,Emisiones (CO2),1974,7385323.0,27.529673
Europa,Energía,Emisiones (CO2),1973,7373867.5,27.486816
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1998,7365294.0,27.45474
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2011,7338117.5,27.35307
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1995,7337866.0,27.352129
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),1994,7298163.5,27.203594
OECD,Energía,Emisiones (CO2),1965,7277097.0,27.12478
Países Anexo I,Energía,Emisiones (CO2),2007,7276867.5,27.123922
Asia,Energía,Emisiones (CO2),2008,7257513.5,27.051516
Países Anexo I,Energía,Emisiones (CO2),2006,7257511.0,27.051506
Países Anexo I,Energía,Emisiones (CO2),2005,7256722.5,27.048557
Países Anexo I,Energía,Emisiones (CO2),2004,7247199.5,27.01293
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2012,7242772.5,26.996367
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2013,7204362.0,26.852667
Países Anexo I,Energía,Emisiones (CO2),2003,7180457.0,26.763233
Países No-Anexo I,Energía,Emisiones (CO2),2006,7178380.0,26.755463
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2009,7169365.5,26.721739
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2),2022,7166989.0,26.712849
Países Anexo I,Energía,Emisiones (CO2),2008,7159979.0,26.686623
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2018,7144600.5,26.62909
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2014,7107913.0,26.491835
OECD,Energía,Emisiones (CO2eq) (AR5),2007,7069819.5,26.34932
Países Anexo I,Energía,Emisiones (CO2),2000,7069622.0,26.348581
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2),2021,7069120.0,26.346703
Europa,Energía,Emisiones (CO2),1972,7063889.0,26.327133
Países Anexo I,Energía,Emisiones (CO2),2002,7050056.0,26.275381
Países Anexo I,Energía,Emisiones (CO2),2001,7040920.0,26.241201
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2015,7036832.0,26.225908
Países Anexo I,Energía,Emisiones (CO2),1992,7035769.0,26.221931
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2017,7035687.5,26.221626
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2022,7022418.5,26.171984
OECD,Energía,Emisiones (CO2eq) (AR5),2006,7021177.5,26.167341
OECD,Energía,Emisiones (CO2),1964,7020961.0,26.166533
OECD,Energía,Emisiones (CO2eq) (AR5),2005,7020749.5,26.165741
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2003,7017534.0,26.153711
OECD,Energía,Emisiones (CO2eq) (AR5),2004,7011748.0,26.132065
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,6987534.5,26.041477
OECD,Energía,Emisiones (CO2eq) (AR5),2008,6971574.5,25.981768
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2021,6965210.0,25.957958
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2016,6963900.0,25.953056
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2019,6960873.0,25.941732
Países Anexo I,Energía,Emisiones (CO2),1996,6947711.5,25.892492
Asia,Energía,Emisiones (CO2eq) (AR5),2005,6939151.5,25.860468
Países Anexo I,Energía,Emisiones (CO2),1993,6938895.0,25.859509
OECD,Energía,Emisiones (CO2eq) (AR5),2003,6937605.0,25.854683
Países Anexo I,Energía,Emisiones (CO2),1999,6932723.0,25.836418
Países Anexo I,Energía,Emisiones (CO2),2010,6912281.0,25.759941
Países Anexo I,Energía,Emisiones (CO2),1997,6894209.5,25.692331
Países Anexo I,Energía,Emisiones (CO2),1998,6879948.0,25.638977
Países Anexo I,Energía,Emisiones (CO2),1995,6842138.0,25.497524
OECD,Energía,Emisiones (CO2eq) (AR5),2002,6840262.5,25.490507
OECD,Energía,Emisiones (CO2eq) (AR5),2000,6838690.0,25.484625
Países Anexo I,Energía,Emisiones (CO2),2011,6835865.5,25.474056
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,6832114.0,25.460022
Asia,Energía,Emisiones (CO2),2007,6828088.5,25.444962
Europa,Energía,Emisiones (CO2),1971,6826872.5,25.440413
OECD,Energía,Emisiones (CO2eq) (AR5),2001,6819171.5,25.411602
Países Anexo I,Energía,Emisiones (CO2),1994,6802599.0,25.349602
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,6782954.5,25.276108
Mundo,Suelos agrícolas,Emisiones (CO2),2020,6757655.0,25.181458
OECD,Energía,Emisiones (CO2eq) (AR5),2010,6748572.5,25.147478
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2022,6745306.0,25.135258
Países Anexo I,Energía,Emisiones (CO2),2012,6740071.0,25.115673
Países No-Anexo I,Energía,Emisiones (CO2),2005,6731049.5,25.081923
OECD,Energía,Emisiones (CO2),1963,6713280.0,25.015444
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2020,6712312.0,25.011822
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2021,6705731.5,24.987204
Países Anexo I,Energía,Emisiones (CO2),2013,6704333.5,24.981974
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,6690238.0,24.92924
Países Anexo I,Energía,Emisiones (CO2),2009,6687553.5,24.919197
OECD,Energía,Emisiones (CO2),2007,6687220.5,24.91795
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2019,6679961.5,24.890793
OECD,Energía,Emisiones (CO2eq) (AR5),1999,6679131.5,24.887688
OECD,Energía,Emisiones (CO2eq) (AR5),2011,6647386.5,24.768925
OECD,Energía,Emisiones (CO2),2005,6646155.5,24.764318
Países Anexo I,Energía,Emisiones (CO2),2018,6645260.5,24.760971
OECD,Energía,Emisiones (CO2),2006,6640452.0,24.742981
OECD,Energía,Emisiones (CO2),2004,6630540.5,24.7059
OECD,Energía,Emisiones (CO2eq) (AR5),1997,6630397.0,24.705364
Europa,Energía,Emisiones (CO2),1970,6626460.0,24.690636
OECD,Energía,Emisiones (CO2eq) (AR5),1998,6624239.5,24.682327
Países Anexo I,Energía,Emisiones (CO2),2014,6610462.0,24.630783
OECD,Energía,Emisiones (CO2),2008,6585729.5,24.538256
OECD,Energía,Emisiones (CO2eq) (AR5),2009,6563758.0,24.456057
OECD,Energía,Emisiones (CO2eq) (AR5),2013,6561300.0,24.44686
OECD,Energía,Emisiones (CO2),2003,6556784.0,24.429964
OECD,Energía,Emisiones (CO2eq) (AR5),1996,6551617.0,24.410635
Países Anexo I,Energía,Emisiones (CO2),2017,6549866.5,24.404085
Países Anexo I,Energía,Emisiones (CO2),2015,6547581.0,24.395535
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,6539454.5,24.365131
OECD,Energía,Emisiones (CO2eq) (AR5),2012,6538688.0,24.362265
Asia,Energía,Emisiones (CO2eq) (AR5),2004,6533765.5,24.34385
Países No-Anexo I,Energía,Emisiones (CO2),1989,6533704.5,24.34362
Asia,Energía,Emisiones (CO2),2006,6531212.0,24.334295
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2018,6518084.5,24.285183
Mundo,Suelos agrícolas,Emisiones (CO2),2019,6495163.0,24.19943
Países Anexo I,Energía,Emisiones (CO2),2016,6488042.5,24.17279
Asia oriental,Energía,Emisiones (CO2),2022,6486154.0,24.165726
OECD,Energía,Emisiones (CO2eq) (AR5),2014,6478024.5,24.135311
Asia oriental,Energía,Emisiones (CO2),2021,6465395.5,24.088064
OECD,Energía,Emisiones (CO2),2002,6460751.5,24.07069
OECD,Energía,Emisiones (CO2),2000,6458244.5,24.061312
Países Anexo I,Energía,Emisiones (CO2),2019,6452305.0,24.039091
OECD,Energía,Emisiones (CO2),2001,6434706.0,23.97325
OECD,Energía,Emisiones (CO2eq) (AR5),2015,6427566.5,23.946539
Américas,Energía,Emisiones (CO2),1989,6424429.5,23.934803
OECD,Energía,Emisiones (CO2eq) (AR5),2018,6416460.5,23.90499
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,6402594.5,23.853115
Países No-Anexo I,Energía,Emisiones (CO2eq) (AR5),2002,6399626.5,23.84201
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,6393478.5,23.81901
Países Anexo I,Energía,Emisiones (CO2eq) (AR5),2020,6390132.0,23.80649
OECD,Energía,Emisiones (CO2eq) (AR5),2017,6382249.0,23.776999
OECD,Energía,Emisiones (CO2),2010,6378548.5,23.763155
OECD,Energía,Emisiones (CO2eq) (AR5),1995,6367924.0,23.723406
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2017,6360638.5,23.69615
OECD,Energía,Emisiones (CO2eq) (AR5),2016,6352429.5,23.66544
Mundo,Suelos agrícolas,Emisiones (CO2),2018,6346864.0,23.644617
OECD,Energía,Emisiones (CO2),1962,6343553.5,23.632233
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2014,6331842.5,23.588419
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2013,6328831.5,23.577154
Países No-Anexo I,Energía,Emisiones (CO2),2004,6318550.5,23.538692
